Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,card_id,device_type,channel,corridor,merchant_category,account_age_days,device_change,corridor_new,n_clicks_session,session_duration_s,txn_gap_s,card_txn_rank,txn_count_1h,fraud_mode,Class
134970,-1.200322,-1.073547,-0.115628,-0.593944,-0.232497,-0.772187,-0.488819,-0.530649,1.868685,-0.426635,-0.847554,0.494721,-0.760969,0.966933,-0.497429,-0.254907,-0.99555,0.608551,-1.189097,0.594286,-1.384099,2.32932,0.042217,-1.631233,1.140744,0.172786,-0.365163,-0.948333,31.91,6925,android_app,app,CA->IN,p2p_transfer,1297,0,0,5,58.6,9791.0,4,1,none,0
7818,-1.166037,0.533647,-0.978926,-1.071763,-0.496052,0.668228,-0.437066,-1.507063,1.250308,-0.569497,-1.236757,1.730661,0.231672,0.235008,0.051325,-0.849075,0.611517,0.925499,-0.997375,-0.011848,0.204646,0.185531,-0.151017,1.099595,-2.453691,0.378746,-1.614414,1.814048,6.41,37782,ios_app,app,US->GT,cash_pickup,472,0,0,6,40.5,999999.0,1,1,none,0
90356,1.136337,0.766579,0.150528,0.291277,-1.425409,0.723154,0.829682,-0.763836,0.614504,1.206826,0.20512,-0.206269,1.207745,1.286375,-0.163006,-1.903356,-0.701087,-0.313993,-0.724572,0.016142,-0.230114,0.686898,0.705574,0.777161,-0.04434,-1.088047,-1.232956,0.816862,5.94,16064,android_app,app,US->GT,cash_pickup,552,0,0,7,75.0,14869.0,7,1,none,0
143439,0.345101,0.049407,-0.540926,0.637886,-0.06757,-0.18594,-2.472486,2.075826,1.826863,0.278674,-0.440812,0.609526,0.227616,0.049999,0.298359,-2.292391,-0.168446,0.104439,1.628221,0.564072,-0.086906,-1.587146,1.067031,0.643697,0.332453,-0.51814,0.577817,-0.09304,102.49,9787,ios_app,app,US->MX,p2p_transfer,976,0,0,7,81.8,3259.0,7,2,none,0
6815,-1.849113,0.239725,0.869712,1.02351,1.624862,0.438932,0.820093,-0.025948,-0.471403,1.153081,-0.290999,-0.433319,-0.18425,-0.760822,-0.229128,-1.304921,-1.17427,0.794315,1.186268,0.354566,1.118382,-0.272825,-0.938404,0.179232,-0.109745,-0.580778,-0.596023,1.279159,51.43,45917,ios_app,app,US->PH,p2p_transfer,437,0,0,9,134.7,999999.0,1,1,none,0
123809,-0.331617,0.374651,-0.143123,0.24537,-2.041646,0.319359,-0.477985,0.482127,-0.854938,-0.839493,1.141426,-0.928595,-0.836577,1.33718,0.72609,-0.648793,0.769741,0.18134,1.279855,0.07298,-0.098704,0.012921,0.353178,0.382749,-0.542417,2.065475,-1.494864,0.123348,74.12,33789,web_mobile,web,UK->NG,bill_pay,354,0,0,11,138.7,64277.0,6,1,none,0
41046,-0.754039,-0.627028,-1.609274,-0.932854,0.887658,0.286008,1.20791,-1.410909,1.065526,0.640104,-2.162214,-0.333515,-0.034929,-0.142407,0.382544,1.372114,0.454991,1.540848,1.22972,-2.1453,-2.166252,-1.723224,-1.139967,-1.02021,0.207147,1.760677,-1.185468,-0.297174,17.83,26518,web_mobile,web,US->NG,airtime_topup,1254,0,0,15,165.4,35982.0,2,1,none,0
137675,0.974733,1.077301,0.008004,0.698,0.982153,0.794544,0.376486,-0.988329,0.398537,0.124739,-1.57399,-1.03115,1.489194,0.051128,1.091196,0.305967,-0.455567,0.670559,-0.437222,0.788784,0.843799,0.849003,-0.352,0.804893,-0.658676,1.394074,0.165077,-0.695049,39.17,20771,android_app,web,UK->NG,p2p_transfer,1360,1,0,10,80.7,40272.0,7,1,none,0
45701,-1.18661,-0.93857,-1.023842,-0.987789,2.209794,0.056806,0.217502,1.450015,1.106231,-1.184651,-0.316525,0.481415,-0.618797,0.1215,1.035688,-0.00265,-0.641529,-0.941195,0.646785,0.060536,0.485174,-0.162732,1.790581,0.344307,-1.822635,-0.209712,1.880098,-0.012877,24.84,43463,web_desktop,web,US->GT,p2p_transfer,1314,0,1,9,38.1,80.0,3,2,none,0
37823,-0.237237,0.625587,-0.893152,-0.23317,0.241214,-0.121786,-0.372989,2.210152,0.551259,-1.645571,1.187832,0.2281,1.267351,-0.995264,-0.437432,-0.482426,1.896087,0.180245,0.407913,-1.535214,-1.185872,2.406205,-1.216333,-0.814022,-0.763989,-0.022387,1.169919,-0.206263,12.08,36763,android_app,app,US->IN,p2p_transfer,14,0,0,10,163.7,33732.0,2,1,none,0
161003,1.11978,-0.454174,1.238817,1.98708,-0.908546,1.29707,0.063172,0.135925,-0.190813,0.291381,1.73729,-0.694128,0.159689,-0.229897,0.037645,-0.006401,-0.087579,0.912217,-1.018566,0.232327,1.389991,0.332376,0.606597,0.306573,-0.451835,0.591064,0.435577,1.427549,56.28,32168,web_mobile,web,US->MX,bill_pay,1057,0,0,10,92.8,25728.0,5,1,none,0
158876,-2.417782,-0.263997,-0.078514,-0.4374,0.750809,0.248887,-0.201896,0.388102,-0.571678,-1.112719,0.359023,-1.25043,-2.081467,0.133415,-0.682437,2.091225,-0.787947,-0.148826,0.267187,0.793057,-1.564447,-1.335456,0.25315,-0.277775,-1.828701,0.017793,0.331112,0.058188,21.76,44848,web_mobile,web,US->GT,bank_deposit,748,0,0,7,68.5,55108.0,3,1,none,0
111706,0.495765,1.411262,0.686128,0.491094,0.36713,0.458571,-0.298525,-0.10572,-0.514518,0.254854,-1.141363,-1.595108,0.059724,0.073812,-2.165513,1.537954,-0.030555,0.154306,-1.572785,-0.316822,-0.781684,-1.645085,-0.797075,0.176101,2.312552,0.203645,-0.56625,2.350511,7.22,694,web_desktop,web,AU->PH,airtime_topup,17,0,0,5,53.9,29048.0,7,1,none,0
170114,0.015315,0.270456,-1.690106,-1.155989,0.657006,-1.552534,2.032856,-0.241914,-0.026514,-0.824371,2.251558,0.500722,0.673201,-1.763627,1.56635,0.292543,-0.354043,-0.143894,0.048186,0.159227,-0.092344,-0.105408,-0.61295,-0.427339,0.081156,0.938235,-0.297169,-0.605429,33.32,23327,android_app,app,US->MX,p2p_transfer,1053,0,0,18,128.3,6375.0,7,1,none,0
158392,-0.826476,0.354379,-1.25237,-0.576302,1.317224,-1.186884,0.077467,1.096127,0.424076,0.883208,0.934006,-0.077579,-1.820941,-0.672977,0.310535,0.411364,-1.500434,-0.059735,0.33159,-0.644486,-0.849899,-0.295309,0.926067,0.102824,-0.864897,-0.33926,0.167882,-0.421386,19.93,17403,web_mobile,web,US->IN,cash_pickup,745,0,1,7,134.7,1137.0,4,2,none,0
2825,-1.497302,1.559695,0.705346,0.322347,1.086202,-0.010325,1.0014,-0.775026,0.699877,1.188711,-0.91937,-0.399372,-1.652183,-0.687262,-0.539742,0.098386,1.133983,-0.203687,-0.607506,-0.405174,-0.27365,-0.878054,0.183143,-0.738127,-0.591198,1.512385,-1.15389,0.297194,28.92,35255,ios_app,app,CA->IN,bill_pay,1397,0,0,16,102.3,999999.0,1,1,none,0
37423,0.608037,0.631982,-0.390982,0.715624,-0.694611,0.082109,1.29299,-0.961659,-0.050425,0.700465,0.494226,-1.558733,-0.438244,-0.162575,1.446635,-0.223228,-1.450436,-1.409932,0.534363,-1.223505,-0.806429,1.087789,-2.782436,1.196662,-1.127014,0.454817,0.043678,-0.721631,10.28,5629,ios_app,app,US->IN,cash_pickup,394,0,0,16,33.4,4863.0,2,1,none,0
87994,0.193599,1.218456,2.025951,0.530207,-0.00906,0.696633,-0.847401,0.611302,-0.796899,-0.763184,1.141571,-1.718327,-1.59497,0.116911,-0.014755,-0.49928,-1.187887,1.001979,0.151732,-0.019692,1.926864,-0.693507,0.897401,-1.561762,-1.137829,-0.593671,-0.181276,0.208619,15.57,30945,android_app,app,US->GT,bill_pay,1155,0,0,8,252.2,63210.0,3,1,none,0
172540,-0.375605,-0.95804,0.229836,0.409045,0.736085,0.233097,0.112594,1.152012,-0.130983,-0.668028,1.708686,2.035921,0.688611,0.073196,1.566815,-0.7529,-1.474119,0.677015,-0.512012,0.500249,-0.799289,0.583521,-0.235661,-1.064547,1.161536,1.115895,0.239367,-0.098726,46.84,30410,web_mobile,web,CA->IN,airtime_topup,407,0,0,5,38.0,75573.0,5,1,none,0
38132,0.570504,-1.199965,0.314902,0.37871,-0.581492,2.052035,-0.447917,-0.289236,0.362057,0.910339,1.143527,0.064545,1.329944,0.181694,0.32652,0.72268,1.502621,-0.423051,-1.406184,-1.133798,0.528173,-0.243789,0.350694,-1.99593,0.42593,-0.554097,-1.46346,-0.13083,10.1,26778,web_desktop,web,UK->NG,p2p_transfer,858,0,0,8,27.1,7405.0,2,1,none,0
11677,-0.444475,1.1676,-0.346639,-2.011275,-2.693734,0.564528,-0.719127,0.195159,1.284641,0.125952,0.74102,-2.299024,-0.533671,-0.433962,0.650309,0.163264,0.841017,-1.690379,0.184938,-1.461139,-0.874508,0.350037,-1.803771,-1.322287,1.283265,-0.227683,1.58074,0.74684,19.68,22114,android_app,app,US->GT,bill_pay,1287,0,0,5,230.0,999999.0,1,1,none,0
30695,0.442428,0.686179,-0.810843,2.133683,1.168658,-1.23345,-0.491851,-0.594358,-0.659318,-1.164537,-1.230623,0.984925,0.676961,1.021286,-0.119944,0.951645,0.384905,1.444958,1.313509,-0.673607,-0.773742,0.910904,1.984361,-0.066531,-0.177073,-0.644304,-0.27511,0.282407,26.73,41366,web_mobile,web,CA->IN,bank_deposit,1167,0,0,8,22.9,14224.0,2,1,none,0
58415,0.041743,1.595864,-0.658643,0.041308,-0.451323,-1.038989,-0.153778,-0.585775,-2.275592,1.399655,-0.322375,-0.506686,-0.006675,-0.358439,-0.301991,0.420179,0.252425,-0.206414,-2.153933,-0.361027,1.087101,-0.7975,0.57847,-0.150274,0.063577,1.799265,-0.787517,-0.651939,17.6,21240,android_app,app,US->NG,p2p_transfer,284,0,0,15,177.2,28941.0,4,1,none,0
147845,0.198327,-0.530994,-0.349041,0.73421,-0.251675,3.188853,0.201183,-0.035074,-0.466618,-0.350138,-1.974374,0.765181,-0.038512,0.093323,1.50529,-0.872539,-0.443691,-0.307821,-2.349589,-0.890866,-1.868095,-0.537956,-0.191524,1.639807,-0.33114,0.308991,-1.246317,0.414399,63.55,18617,ios_app,app,CA->IN,bill_pay,788,0,0,9,67.4,2335.0,4,2,none,0
153452,2.16437,0.71878,0.448879,0.663185,-0.395998,1.112473,0.252891,-0.097535,-0.209927,-0.87506,1.055218,0.84714,0.689054,-0.101433,-0.070797,-0.01338,0.676514,0.374552,0.68069,-0.071247,0.272882,-0.593196,0.153723,-1.084823,-1.25889,3.269804,-0.123342,0.16085,71.51,24723,web_desktop,web,US->IN,airtime_topup,110,0,0,9,138.2,22548.0,5,1,none,0
8151,-1.520617,3.123807,-0.61839,0.040927,-0.040097,-0.136186,0.35227,-0.689662,-0.189677,0.823723,0.113019,-0.553977,0.228507,-0.498917,-0.356836,-1.347968,0.572012,-0.184732,-1.663542,0.663499,-1.19104,0.014723,-0.084693,0.415561,0.207344,0.317363,-0.700946,1.657103,11.77,7047,ios_app,app,AU->PH,p2p_transfer,245,0,0,6,152.5,999999.0,1,1,none,0
18402,-0.690086,1.695183,0.285783,1.634554,-1.781516,0.070563,-0.311983,0.370648,2.343828,-0.814563,-0.519799,0.204741,1.507881,1.126659,-1.99285,1.087728,-0.139003,-0.837958,0.849535,1.337806,0.417873,0.183321,-0.939668,0.911935,0.024251,0.379412,0.150776,-0.995762,43.62,19932,ios_app,app,US->NG,cash_pickup,504,0,1,7,8.9,16643.0,2,1,none,0
71944,-0.989092,-0.03024,1.498679,0.512589,0.975689,-1.291435,-1.419271,1.887343,-0.90762,-0.941284,-0.681637,0.896375,0.353054,0.223747,1.0035,0.780612,-0.908071,0.165255,-0.905407,1.012484,0.651708,-0.14367,-1.537424,0.000573,-0.003554,-0.733374,-0.748042,-1.128602,24.61,14371,web_mobile,web,US->IN,airtime_topup,137,0,0,10,45.4,27699.0,5,1,none,0
143396,0.798749,0.533572,0.180934,0.420618,-0.039898,-0.544422,-0.147327,-1.004936,-0.490987,0.935956,-0.154415,1.676717,-0.993092,-0.492645,0.625574,1.116128,-0.662649,0.744484,-0.706804,1.422938,-0.134368,-0.754487,0.239352,-1.659961,0.294599,-0.585255,-1.386802,-0.685426,11.76,802,ios_app,app,US->GT,airtime_topup,809,0,0,10,28.9,14137.0,5,1,none,0
60060,-0.384829,0.590453,-0.240084,1.527851,-0.29934,-1.742211,-1.082407,0.589755,0.217822,-0.622835,-0.720628,-0.308742,0.015079,0.198921,2.108449,-0.679435,0.54379,-0.503811,-1.159748,-0.33673,0.378401,0.821565,0.893656,0.80516,1.407194,0.065952,1.226278,-0.442289,45.44,11092,android_app,app,US->NG,cash_pickup,795,0,0,8,161.8,22323.0,4,1,none,0
170080,0.744599,-0.706813,0.262409,0.349231,1.510856,-0.494936,-1.293485,-0.446891,0.972715,-1.377331,0.878918,-0.125224,-1.075813,0.239502,0.714279,0.586393,-0.571999,-0.561426,-0.424363,0.298347,0.581467,-2.501182,-0.855475,1.474547,-0.942497,0.919023,0.018858,-0.807943,86.48,2520,web_mobile,web,AU->PH,bill_pay,1326,0,0,4,135.7,43543.0,7,1,none,0
83104,-0.622173,-1.555444,0.501559,-1.851945,-2.229127,-2.631192,-0.804974,-0.48565,0.013341,0.789214,-0.135808,-0.997556,1.920647,-0.517462,-1.322036,-1.776145,-0.196696,0.738158,-0.552998,1.284222,-0.154165,-1.317941,-1.587711,-1.103413,1.457745,1.005538,0.608837,-0.383031,34.78,25959,web_desktop,web,US->GT,bill_pay,589,0,0,11,146.7,8801.0,3,1,none,0
91633,-0.194133,0.672671,1.064009,1.15196,0.503928,-1.206603,1.210341,0.656361,-0.635943,1.073464,0.897256,-0.010671,0.160057,1.989196,0.11521,-2.132053,0.249395,1.72232,1.109893,0.208653,0.783432,0.209602,-0.538316,-1.815402,0.216776,-0.24794,-0.402841,-1.918683,34.26,13823,ios_app,app,US->NG,bill_pay,1436,0,0,15,35.5,13392.0,5,1,none,0
124949,0.082488,-0.093612,-0.06664,-0.22193,0.1411,0.185948,0.85105,0.823553,-0.60786,0.666167,0.52627,0.487026,0.524321,-1.030241,0.509462,-1.009979,-0.364534,-2.13854,0.977669,1.466178,-1.149814,-0.884077,2.099551,-0.593764,-1.009491,0.150828,1.098573,0.891346,6.77,26065,android_app,app,AU->PH,p2p_transfer,938,0,0,10,72.5,12938.0,10,1,none,0
140007,0.794416,0.095914,-0.479502,-0.14472,-0.27315,2.015672,-0.212787,0.814086,-0.590732,0.417151,-0.032991,0.721457,-2.016786,0.167507,0.653611,-0.348837,-0.849735,0.240917,-2.542011,0.403406,-1.104737,-1.559829,0.627804,0.536231,1.809145,-0.535843,0.181659,0.884995,82.93,398,web_desktop,web,US->GT,p2p_transfer,1108,0,0,8,79.3,24332.0,3,1,none,0
101863,-0.218691,-1.309471,0.255031,-0.173689,-0.890201,-0.439443,1.278284,-0.754182,-1.012098,-0.042785,-0.479044,1.024129,0.446098,0.559144,0.058188,-0.068321,-1.181117,1.192543,-0.280858,-1.036797,0.691295,0.617125,-0.610652,1.128618,1.315223,-0.662544,-1.292549,-0.238275,14.9,41715,web_mobile,web,AU->PH,p2p_transfer,735,0,0,13,147.4,36511.0,4,1,none,0
12436,0.908816,1.26414,-0.202829,0.975693,-0.007785,-0.699475,-0.621609,-1.705308,-0.429611,-0.338773,1.017951,2.302905,1.90183,-0.010142,1.016145,0.393023,-1.381937,-0.160349,0.363414,-0.252141,1.45749,-1.529356,-0.711926,1.553522,-0.273202,-0.482025,-0.56172,-0.815499,14.3,17412,web_mobile,web,US->GT,airtime_topup,1258,0,0,10,112.7,999999.0,1,1,none,0
156492,0.777413,0.191677,0.995523,-0.831959,1.195885,-0.903403,1.268066,0.001685,-1.534323,0.23366,1.783694,-0.667016,-0.568417,0.857649,1.599645,-0.434574,-0.373186,-0.157897,-0.68962,1.376678,-0.271123,-0.410255,-1.602587,0.563203,-0.825425,0.581532,-0.095531,-0.081842,13.17,41651,web_mobile,web,US->GT,p2p_transfer,663,0,0,12,179.2,21621.0,7,1,none,0
28114,0.07465,-0.876585,-1.178843,0.949954,-0.755054,-0.367594,1.162557,-0.448801,0.201223,0.275659,-1.574781,0.587689,0.148725,-0.955399,-1.187689,1.186402,-0.726164,0.061139,-2.105805,-0.481746,-0.76164,-0.612342,-0.753209,0.596392,-0.786082,-0.656736,-0.965212,-0.172785,35.53,43178,android_app,app,US->IN,airtime_topup,623,0,0,18,125.4,2732.0,3,2,none,0
58336,1.940637,0.942783,0.454728,-0.001431,-0.539277,0.118502,1.686938,-0.584122,-0.350429,0.038124,1.117024,-1.182762,-0.804529,-0.70746,-0.658007,-0.694719,-0.582915,0.658775,0.626745,1.656745,0.007484,1.492139,-0.970459,-0.694639,0.926059,-0.867267,-0.35784,0.53207,68.21,43486,web_mobile,web,CA->IN,cash_pickup,581,0,0,5,22.1,2750.0,4,2,none,0
148764,-1.227742,-1.142213,-0.086217,0.556871,-0.971439,1.13159,1.640617,0.771939,2.204721,-0.198715,0.137756,0.271623,0.461695,-0.694128,1.09125,1.725742,-0.339246,-0.647933,1.473496,-0.152881,0.601164,0.261659,0.894487,-1.630662,0.722004,-0.037666,2.291091,1.207904,53.23,2879,ios_app,app,UK->NG,cash_pickup,206,0,0,9,28.3,57194.0,4,1,none,0
71045,-0.22597,0.879586,1.255939,0.508771,0.297351,1.334163,-1.935575,1.423305,0.824229,0.315513,0.661068,0.334482,-0.259001,1.092654,-0.304878,0.220969,-0.439903,-1.002506,1.517937,1.006381,-1.006382,1.99477,-0.018876,-2.34741,0.271633,-0.318317,-0.173743,-0.007983,10.53,46948,android_app,app,US->PH,p2p_transfer,636,0,0,11,37.6,47124.0,3,1,none,0
3983,-0.271787,0.663102,-0.160236,-0.216246,0.434975,-0.181183,-0.519942,0.311605,-1.840365,-0.539301,-0.827283,-2.349715,-0.668514,0.162032,0.400261,0.098108,-0.946525,2.013425,0.411959,-0.542934,0.254706,-0.868509,-0.559148,-1.082409,1.132752,-0.561524,-0.394421,0.204307,9.92,34672,web_desktop,web,CA->IN,bill_pay,64,0,0,10,28.3,999999.0,1,1,none,0
84861,-1.346774,-0.70925,-1.218118,-0.026265,-1.681348,1.887744,-0.210148,0.539273,1.805319,-0.556635,0.516112,1.018866,-1.084869,-0.00915,-0.502919,1.849726,0.653578,-0.40714,0.086179,0.850977,0.216807,0.802005,0.58881,0.866447,-0.735621,0.763101,1.623636,1.681213,15.05,33529,web_mobile,web,US->IN,bill_pay,1369,0,0,9,107.3,11583.0,4,1,none,0
90039,-1.006904,-0.616024,-0.520402,-0.960568,0.679017,0.101379,-0.8025,-0.476007,-0.005828,0.460701,1.086355,0.785056,-0.217303,-1.93276,2.508948,0.938455,-0.545927,2.51494,-1.169117,0.525597,-0.087013,-1.410369,-1.577684,-0.890141,-0.317206,0.103983,0.04782,0.075092,28.88,35855,web_mobile,web,AU->PH,p2p_transfer,1417,0,0,8,85.2,6374.0,3,1,none,0
41294,0.635393,-0.767042,0.567238,0.615046,-0.367868,0.32715,1.308146,1.793938,1.627703,-0.608993,-0.405717,-0.361969,-0.385706,-1.916733,-0.401382,-0.961797,-0.401928,0.287852,0.533278,-0.119007,0.355002,1.230241,1.623891,-0.500434,0.804471,-0.603037,1.557728,0.605379,22.24,26514,web_mobile,web,US->IN,cash_pickup,828,0,0,11,126.2,999999.0,1,1,none,0
73666,0.542618,-1.263116,-0.554304,0.149907,-0.372665,2.364357,0.244279,0.232699,0.812799,-0.450465,-1.724336,-0.468337,1.345117,-0.280666,0.534393,2.046081,-2.183632,1.363446,0.219543,0.14423,-0.012288,0.854222,0.46997,1.00902,0.601883,0.268794,0.476993,0.761067,16.5,47117,ios_app,app,US->NG,p2p_transfer,9,0,0,11,59.0,12141.0,2,1,none,0
124931,1.037405,-0.664785,-1.148771,-0.328696,0.012524,0.188616,-0.61842,1.748966,1.29574,-1.61664,-1.480072,0.954436,1.675745,1.158386,-0.880658,-0.420333,-0.486988,1.181976,0.876656,0.42646,0.093717,-0.382879,0.641481,0.048351,1.630713,-0.275809,1.252806,-0.408824,30.53,45462,ios_app,app,US->IN,cash_pickup,499,0,0,8,153.8,115152.0,3,1,none,0
78198,0.228483,0.954486,0.99789,0.167826,1.03099,-0.444731,-1.393514,1.2468,-0.622264,-0.335688,-0.808084,0.746415,0.066755,-0.091414,-1.145375,1.421215,-0.338353,-0.409596,0.819296,1.261041,1.311403,-1.177453,0.72213,-0.406328,-0.252651,-0.269889,-0.732039,1.183465,19.84,16659,android_app,app,US->IN,p2p_transfer,586,0,0,8,74.2,52739.0,2,1,none,0
57085,1.36703,-0.71775,0.677352,0.401869,-0.765315,-0.219872,-0.498416,-0.686858,0.704098,-0.984456,0.360493,-1.583278,-1.003896,1.155135,-1.10224,1.599216,-0.118608,0.259673,-0.741353,0.652904,-2.265084,-0.429408,-0.420697,0.138033,-1.490943,1.730867,1.530111,-1.057856,12.08,35698,web_mobile,web,US->GT,airtime_topup,19,0,0,12,75.0,15371.0,4,1,none,0
118981,0.657377,-0.513626,-0.438485,-0.657083,0.437718,-0.701165,0.666275,0.299216,-3.040876,-1.222642,-1.082018,0.933044,-0.152632,-0.288197,-0.178828,-1.883042,0.486561,1.528737,-1.599484,-1.146512,-2.369035,0.809248,0.604578,-0.135375,-0.583226,-0.549242,-0.332402,-1.595143,41.87,12479,android_app,app,US->NG,cash_pickup,818,0,0,6,32.6,5024.0,5,1,none,0
97229,-0.026085,-1.009969,-1.265099,-2.725207,1.7598,0.741157,0.167126,0.757091,1.1671,-2.465722,-1.586521,-0.079513,0.739143,-1.726037,1.203173,0.702767,-0.161123,0.135074,0.977083,0.675246,-0.469227,1.833865,0.791027,-0.964324,-1.323298,-0.842963,-0.288518,0.378814,20.75,15182,web_mobile,web,US->NG,airtime_topup,1078,0,0,8,43.1,17119.0,6,1,none,0
117383,0.040691,-0.383588,-0.727059,-0.224969,1.769974,0.067341,-1.574939,0.65925,-2.080116,-0.131451,-1.903253,1.183112,-0.585097,1.488276,0.546514,-0.458673,1.25198,-0.055902,-0.196083,0.046144,-1.473746,0.184517,-0.77629,-0.317041,-1.42106,-1.421178,0.944266,-0.440519,26.03,18645,web_desktop,web,US->NG,p2p_transfer,732,0,0,11,29.6,11558.0,4,1,none,0
161939,0.00884,-0.803047,-0.229193,-0.77507,0.611334,0.023434,-0.10317,-1.564459,0.325897,0.711994,-0.703025,-0.358989,0.501574,0.666512,0.059435,0.728,0.031537,0.85429,-0.945401,-0.637051,0.946534,-2.632102,0.326322,0.405783,-1.229583,1.661224,1.74528,-0.760447,13.62,13726,web_mobile,web,US->IN,bank_deposit,877,0,0,9,81.3,64959.0,5,1,none,0
99968,1.13366,1.493506,0.954809,0.197267,-0.348477,-1.511747,0.346446,0.200156,-1.513111,1.042118,-0.070842,1.241735,-0.711661,0.299615,-0.663145,-0.150789,1.021793,0.028278,2.663835,-0.020417,-1.021051,0.591598,0.555549,0.141486,-0.160929,0.517673,-2.101687,0.399194,61.31,29141,ios_app,app,CA->IN,cash_pickup,893,0,0,5,202.5,19993.0,5,1,none,0
12305,0.356851,-1.438054,0.608644,-1.055218,0.89487,-1.509063,-0.849076,0.614328,0.620836,0.294914,-1.066289,0.398528,2.42826,0.267551,-1.754857,0.581547,-0.085948,0.194243,-0.166139,0.218686,2.788202,-1.727288,-1.0952,-0.000198,0.66975,-0.614046,-0.070835,-0.446561,52.02,4455,android_app,app,CA->IN,p2p_transfer,876,0,0,13,58.2,999999.0,1,1,none,0
147800,-1.257632,1.452219,-0.563297,-0.775893,-0.32291,-0.785083,-0.722554,-1.449868,-1.271047,-0.815028,0.069744,-0.772349,-0.477455,0.305868,-0.177619,0.927093,0.161244,1.18632,0.501643,0.13206,-0.67456,-1.136803,0.372121,-1.190156,-1.042294,-0.356787,0.626089,1.396284,31.18,16349,web_mobile,web,US->NG,cash_pickup,680,0,0,10,151.1,7455.0,8,1,none,0
37732,0.871483,-0.001995,0.733533,0.954269,-0.158704,-1.011027,-0.785889,-1.403649,-1.399642,-1.342717,-0.421685,-0.402053,0.562434,-0.997507,-1.236477,1.991004,-0.229192,-1.085042,-0.451726,0.888025,1.627367,-0.20714,1.332374,2.025927,0.705582,-1.142974,-0.01908,-0.040101,24.02,24054,android_app,app,US->IN,cash_pickup,815,0,0,15,174.3,999999.0,1,1,none,0
46226,-0.402416,-0.159952,-0.439228,1.480815,-2.457756,-0.387801,-0.379989,-0.159156,1.902038,0.921821,-0.152102,-0.466121,-0.659271,0.226393,-0.727171,0.56899,-0.109717,1.671686,0.401693,-1.218389,-0.501482,0.842227,-0.338087,-0.848683,0.597423,-2.575803,0.110226,-0.806507,9.08,1954,android_app,app,UK->NG,bill_pay,1153,0,0,15,25.5,2545.0,5,2,none,0
163423,0.442918,2.507025,-1.064901,-0.815278,-0.276039,-0.550093,0.670767,1.737575,-0.703262,-0.336246,-0.430729,-0.580248,0.746261,-0.61803,1.720696,-0.801999,0.568502,-0.292511,-1.061874,1.456916,0.047798,0.524125,1.042189,-0.291253,-0.57818,-0.39361,-1.777671,-0.472259,35.16,833,android_app,app,CA->IN,p2p_transfer,1228,0,0,7,53.4,35392.0,5,1,none,0
14956,-0.625191,-0.086104,1.0631,1.193109,-0.468781,0.925896,-1.765408,0.60674,-0.34287,-0.138184,0.828283,0.519478,0.195481,1.201878,0.251142,1.429498,0.260161,0.069672,-0.331806,0.179856,-1.943294,-0.505437,-0.410386,0.607466,1.0036,0.20646,-1.649516,-1.014126,13.54,14467,web_mobile,web,US->NG,p2p_transfer,739,0,0,9,166.0,7884.0,2,1,none,0
150415,0.418205,0.080949,0.009497,-0.217241,0.09768,-0.182339,-0.312835,-0.652515,-1.106137,-0.016249,1.354849,-0.561877,1.825296,0.157967,-0.843806,-0.252019,0.980482,0.646674,1.301141,-0.14555,1.582411,0.963086,0.52687,1.07371,-1.250298,3.144501,1.075428,-0.184142,4.69,22787,android_app,app,UK->NG,airtime_topup,168,0,0,11,120.1,24304.0,8,1,none,0
164914,-0.960793,-2.1e-05,-0.321861,-1.569363,1.075562,-0.608479,-1.267366,-0.345576,-0.528676,-1.089786,1.926915,1.405079,0.092109,1.836111,0.430528,0.104197,-0.49548,-1.209794,0.920855,-1.149114,-0.245341,0.910225,-0.049745,0.842802,-1.701524,-0.750967,0.67978,-0.074508,6.0,2867,android_app,app,AU->PH,p2p_transfer,37,0,0,9,76.5,39285.0,6,1,none,0
116345,-0.446123,-0.356689,0.729351,0.202421,0.706286,0.826345,-1.398236,0.920698,1.618874,1.454524,0.134291,0.553543,-2.247556,-0.368454,0.507661,0.357819,0.156232,1.078178,-0.694839,0.858973,-1.9871,-0.084125,0.691825,1.020847,1.125914,-0.039134,1.759569,0.811,14.38,12656,web_mobile,web,CA->IN,cash_pickup,921,0,0,6,178.4,23682.0,10,1,none,0
94046,0.964039,-0.484053,-0.033424,-1.256738,-0.943977,1.450899,1.446521,-1.59215,0.906277,0.871661,-1.19887,-0.187456,0.877843,0.900551,0.515104,-1.345808,0.594411,0.296998,-0.313269,-1.228069,-0.618541,-1.181125,1.39277,0.616133,1.197458,0.774521,-0.316177,0.375636,17.01,20730,android_app,app,CA->IN,airtime_topup,410,0,0,14,181.2,12685.0,3,1,none,0
78588,-0.868185,0.018244,-1.30231,0.68297,0.082827,1.31081,0.420836,0.160688,-1.603194,1.430115,-0.015465,-0.353109,-0.05305,-1.171525,0.763297,0.83468,-0.492461,-1.243979,-0.344549,-1.084495,-0.03342,-0.091542,-2.384396,-0.270809,-0.798331,1.243364,-0.753859,-0.345825,16.7,18859,android_app,app,US->NG,bill_pay,629,0,0,13,101.9,45447.0,2,1,none,0
